model_tag,direction,position,alpha,layers,real_mean,real_ci_lo,real_ci_hi,rand_mean,rand_ci_lo,rand_ci_hi,real_vs_rand,peak_layer,n_items
qwen25_3b,subject_train_split,distractor,1.0,1+,0.114552489619552,0.09523923666747933,0.13405577869555013,0.02055589994959197,0.015251275104480783,0.026240469345679647,0.09399658966996002,29,195
qwen25_3b,subject_train_split,final,1.0,1+,1.313688509595263,1.2654743105989674,1.368847956709809,0.019705233591380135,0.013096898785732022,0.026726665309351725,1.293983276003883,34,195
qwen25_3b,subject_train_split,subject,1.0,1+,4.880659780537252,4.732739183366517,5.030180202218639,0.008172046908237704,0.003419826849912986,0.012871741137661775,4.872487733629015,1,195
