model_tag,direction,position,alpha,layers,real_mean,real_ci_lo,real_ci_hi,rand_mean,rand_ci_lo,rand_ci_hi,real_vs_rand,peak_layer,n_items
phi2,subject_train_split,distractor,1.0,1+,0.3691604781486063,0.34646285022360124,0.3931168271570387,-0.006697042447856086,-0.009218152241829114,-0.004224470779854369,0.36246343570075024,22,195
phi2,subject_train_split,final,1.0,1+,3.256658808232537,3.1803083627415254,3.3389375499973024,-0.06141426227360282,-0.06650514022226599,-0.056104168030786425,3.1952445459589343,30,195
phi2,subject_train_split,subject,1.0,1+,2.851024334089533,2.7632905791474336,2.9428279811198106,0.012643617935538259,0.011560332464192373,0.013811469732778343,2.8383807161539947,1,195
