model_tag,direction,position,alpha,effect_mean,effect_ci_lo,effect_ci_hi,n_items
phi2,distractor,final,-1.0,1.324587214969228,1.2990797338316122,1.3487219613381316,390
phi2,distractor,final,1.0,-0.6834989152534428,-0.7201812794821828,-0.6482654507777433,390
phi2,subject,final,-1.0,3.788706201832584,3.753044294595126,3.8242868506001275,390
phi2,subject,final,1.0,-3.2231381752354933,-3.2747032851025133,-3.1706525030345145,390
