model_tag,direction,position,alpha,effect_mean,effect_ci_lo,effect_ci_hi,n_items
llama32_3b,distractor,final,-1.0,0.6807759081196582,0.6682080402718423,0.693838938598053,390
llama32_3b,distractor,final,1.0,-0.6520009793447293,-0.6740211560719372,-0.632129258665717,390
llama32_3b,subject,final,-1.0,2.9572654615440266,2.9182605884693285,2.9973536553160987,390
llama32_3b,subject,final,1.0,-3.1474396070750235,-3.1800442745429724,-3.1152944711538457,390
