model_tag,exp_name,exp_group,layer,signed_effect_mean,signed_effect_ci_lo,signed_effect_ci_hi,note
phi2,crossed_dist_SP_to_PS,crossed_distractor_patch,0,1.4241355852204927,1.3818247469104068,1.465776674966423,Layer 0 reflects embedding-level token replacement; report separately.
phi2,crossed_dist_SS_to_PP,crossed_distractor_patch,0,1.0202545414165574,0.9845284075153117,1.0557844868728092,Layer 0 reflects embedding-level token replacement; report separately.
phi2,dist_pl_to_sg,distractor_patch,0,1.426432611990948,1.3847790650567229,1.4677510752361649,Layer 0 reflects embedding-level token replacement; report separately.
phi2,dist_sg_to_pl,distractor_patch,0,3.929042845356221,3.8449001272113956,4.008457849037891,Layer 0 reflects embedding-level token replacement; report separately.
phi2,same_num_SP_to_PS_dist,same_number_control,0,1.4241355852204927,1.3818247469104068,1.465776674966423,Layer 0 reflects embedding-level token replacement; report separately.
phi2,same_num_SS_to_PP_subj,same_number_control,0,2.653587141815497,2.5389841125935924,2.76277368178173,Layer 0 reflects embedding-level token replacement; report separately.
phi2,self_patch_SP,self_patch,0,0.0,0.0,0.0,Layer 0 reflects embedding-level token replacement; report separately.
phi2,self_patch_SS,self_patch,0,0.0,0.0,0.0,Layer 0 reflects embedding-level token replacement; report separately.
phi2,subj_pl_to_sg,subject_patch,0,6.678085239566102,6.529638697054922,6.832214642118434,Layer 0 reflects embedding-level token replacement; report separately.
phi2,subj_sg_to_pl,subject_patch,0,4.666570860512403,4.526588093322151,4.81438983636243,Layer 0 reflects embedding-level token replacement; report separately.
