model_tag,summary_level,anchor_template,condition,position,layers,real_mean,real_ci_lo,real_ci_hi,rand_mean,rand_ci_lo,rand_ci_hi,real_vs_rand,peak_layer,n_items
qwen25_3b,by_anchor,in question,SS,distractor,1+,1.755651785714286,1.6812695870535714,1.8280808314732142,-0.000120535714285714,-0.006914146205357141,0.005630831473214284,1.7555312500000002,1,200
qwen25_3b,by_anchor,in question,SS,final,1+,3.410910714285714,3.330321568080357,3.4928357700892856,0.016554687499999998,0.0049916015625000015,0.02674171316964284,3.3943560267857142,34,200
qwen25_3b,by_anchor,in question,SS,subject,1+,5.4428515625,5.298541685267858,5.571735797991072,0.02116071428571429,0.01623443080357143,0.026189146205357144,5.421690848214285,1,200
qwen25_3b,by_anchor,on call,PP,distractor,1+,-0.002938616071428573,-0.018301785714285715,0.011977036830357144,-0.025828124999999997,-0.031192020089285708,-0.020877371651785718,-0.02876674107142857,33,200
qwen25_3b,by_anchor,on call,PP,final,1+,0.7015901227678571,0.6728587332589286,0.7312298897879465,-0.12271205357142857,-0.1330706752232143,-0.11391576450892857,0.5788780691964286,33,200
qwen25_3b,by_anchor,on call,PP,subject,1+,0.16555245535714286,0.15030929129464288,0.1819490234375,-0.021309151785714287,-0.026481026785714287,-0.015917215401785718,0.14424330357142856,33,200
qwen25_3b,by_anchor,on call,PS,distractor,1+,0.3197399553571429,0.2802568359375,0.3623225167410714,-0.03498995535714286,-0.0406375,-0.029702873883928577,0.28475000000000006,30,200
qwen25_3b,by_anchor,on call,PS,final,1+,1.025933872767857,0.986589794921875,1.0696582240513395,-0.11138616071428573,-0.12113909040178569,-0.1007144810267857,0.9145477120535713,33,200
qwen25_3b,by_anchor,on call,PS,subject,1+,0.19951897321428574,0.18089693080357142,0.21977140066964285,-0.014770089285714286,-0.020613755580357142,-0.008016741071428572,0.18474888392857147,33,200
qwen25_3b,by_anchor,on call,SP,distractor,1+,0.24850446428571427,0.2290283761160714,0.26962276785714284,0.024466517857142857,0.017881473214285713,0.031140541294642856,0.22403794642857142,29,200
qwen25_3b,by_anchor,on call,SP,final,1+,1.71021484375,1.6588954799107143,1.7684857421875,0.04784821428571428,0.037675279017857145,0.059316378348214294,1.6623666294642858,34,200
qwen25_3b,by_anchor,on call,SP,subject,1+,4.752712053571428,4.569127232142858,4.952259988839285,-0.005272321428571428,-0.010535463169642857,-0.00027991071428571675,4.7474397321428565,1,200
qwen25_3b,by_anchor,on call,SS,distractor,1+,1.5335189732142858,1.4572987723214286,1.611750223214286,0.016204241071428573,0.010307924107142858,0.02182530691964286,1.5173147321428573,1,200
qwen25_3b,by_anchor,on call,SS,final,1+,3.2364107142857144,3.1530835379464284,3.3257825613839285,0.10695982142857144,0.09133685825892858,0.12255926339285714,3.1294508928571427,34,200
qwen25_3b,by_anchor,on call,SS,subject,1+,5.935530133928572,5.740778376116072,6.123616266741071,0.014734374999999997,0.010394140625000001,0.01894654017857143,5.9207957589285725,1,200
qwen25_3b,by_anchor,on duty,PP,distractor,1+,-0.02929241071428572,-0.041456612723214284,-0.01626163504464286,-0.008579241071428571,-0.013351562499999999,-0.004165011160714286,-0.03787165178571429,33,200
qwen25_3b,by_anchor,on duty,PP,final,1+,1.0279093191964288,0.9994179059709821,1.0570409109933037,-0.1344453125,-0.14087421875,-0.1281870535714286,0.8934640066964288,33,200
qwen25_3b,by_anchor,on duty,PP,subject,1+,0.1410904017857143,0.1235361607142857,0.15846732700892857,-0.01769754464285714,-0.0230755859375,-0.01254575892857143,0.12339285714285717,33,200
qwen25_3b,by_anchor,on duty,PS,distractor,1+,0.46196540178571427,0.4183560546875,0.5063648158482142,-0.030715401785714285,-0.03554840959821429,-0.025941462053571427,0.43124999999999997,1,200
qwen25_3b,by_anchor,on duty,PS,final,1+,1.6464439174107142,1.578051681082589,1.7132443777901785,-0.11112165178571427,-0.11872801339285713,-0.10349542410714284,1.5353222656249998,33,200
qwen25_3b,by_anchor,on duty,PS,subject,1+,0.1976930803571429,0.17267181919642857,0.22419249441964284,-0.007012276785714286,-0.014755664062499998,-0.00013465401785714402,0.1906808035714286,33,200
qwen25_3b,by_anchor,on duty,SP,distractor,1+,0.2088582589285714,0.18938710937499995,0.22901830357142858,0.026693080357142858,0.020269949776785715,0.033085156250000004,0.18216517857142855,29,200
qwen25_3b,by_anchor,on duty,SP,final,1+,1.922127232142857,1.8614595424107143,1.9862459263392855,0.08726674107142857,0.07634924665178573,0.09753275669642855,1.8348604910714286,34,200
qwen25_3b,by_anchor,on duty,SP,subject,1+,5.788342633928571,5.574235546875,6.0056681919642845,-0.013174107142857144,-0.019147349330357142,-0.006995368303571429,5.775168526785714,1,200
qwen25_3b,by_anchor,on duty,SS,distractor,1+,1.618661830357143,1.5418750279017854,1.6908188337053573,0.003952008928571429,-0.0006364118303571426,0.008526897321428572,1.6147098214285716,1,200
qwen25_3b,by_anchor,on duty,SS,final,1+,3.756481026785715,3.671823325892857,3.8389128906250005,0.14663392857142857,0.1383228515625,0.15555047433035715,3.6098470982142863,34,200
qwen25_3b,by_anchor,on duty,SS,subject,1+,7.0897979910714275,6.89641796875,7.298605859374999,0.01817299107142857,0.013178515624999998,0.022650334821428572,7.071624999999999,1,200
qwen25_3b,by_anchor,on site,PP,distractor,1+,-0.0011964285714285705,-0.016990066964285712,0.013932672991071426,-0.025056919642857146,-0.031058314732142857,-0.01888150111607143,-0.026253348214285717,33,200
qwen25_3b,by_anchor,on site,PP,final,1+,1.2775016741071428,1.2462477260044644,1.3066446568080357,-0.10410267857142859,-0.11249620535714284,-0.09596732700892859,1.1733989955357143,33,200
qwen25_3b,by_anchor,on site,PP,subject,1+,0.1390982142857143,0.12397904575892858,0.1534144810267857,-0.013131696428571428,-0.018164202008928574,-0.008337416294642857,0.12596651785714288,33,200
qwen25_3b,by_anchor,on site,PS,distractor,1+,0.4618013392857143,0.4197044921875001,0.5038071707589286,-0.03741964285714285,-0.043640318080357135,-0.0318275390625,0.4243816964285715,1,200
qwen25_3b,by_anchor,on site,PS,final,1+,1.6420239955357143,1.5970420479910714,1.6890543526785715,-0.06281584821428571,-0.0711412388392857,-0.05539561941964287,1.5792081473214286,33,200
qwen25_3b,by_anchor,on site,PS,subject,1+,0.1604497767857143,0.14168166852678568,0.1774017578125,-0.007895089285714285,-0.014134319196428572,-0.0017764787946428578,0.1525546875,33,200
qwen25_3b,by_anchor,on site,SP,distractor,1+,0.2241953125,0.20619561941964287,0.24346582031250003,0.02904464285714286,0.022057170758928574,0.03587446986607142,0.19515066964285713,29,200
qwen25_3b,by_anchor,on site,SP,final,1+,1.860744419642857,1.7983490234375,1.929641880580357,0.013056919642857143,0.004237583705357143,0.022168805803571428,1.8476875,34,200
qwen25_3b,by_anchor,on site,SP,subject,1+,4.188275669642857,4.025666127232142,4.367364369419644,-0.008618303571428572,-0.0134076171875,-0.003890625000000006,4.179657366071428,1,200
qwen25_3b,by_anchor,on site,SS,distractor,1+,1.6445290178571428,1.5750398437500004,1.7214273995535716,0.020856026785714285,0.015204045758928572,0.026303431919642857,1.6236729910714285,1,200
qwen25_3b,by_anchor,on site,SS,final,1+,3.410334821428571,3.318961607142857,3.501007003348214,0.0869877232142857,0.07694282924107143,0.0971836216517857,3.3233470982142856,34,200
qwen25_3b,by_anchor,on site,SS,subject,1+,5.524405133928571,5.338100362723214,5.715794977678572,0.01635267857142857,0.012106612723214286,0.020757868303571427,5.508052455357142,1,200
qwen25_3b,by_anchor,under observation,PP,distractor,1+,-0.050280133928571426,-0.06225365513392857,-0.035650976562500006,-0.01285044642857143,-0.017949609374999998,-0.007268526785714285,-0.06313058035714286,30,200
qwen25_3b,by_anchor,under observation,PP,final,1+,1.1174927455357142,1.0878025390625001,1.1465842075892856,-0.0924140625,-0.1006886439732143,-0.08372293526785715,1.0250786830357141,33,200
qwen25_3b,by_anchor,under observation,PP,subject,1+,0.1293404017857143,0.11255164620535714,0.1454689732142857,-0.013416294642857143,-0.018889732142857146,-0.00807329799107143,0.11592410714285716,33,200
qwen25_3b,by_anchor,under observation,PS,distractor,1+,0.5153147321428571,0.4815949218750001,0.5517359933035715,-0.03620647321428572,-0.041026953124999994,-0.031138225446428573,0.47910825892857134,12,200
qwen25_3b,by_anchor,under observation,PS,final,1+,1.7660619419642856,1.7032411272321428,1.8327892020089285,-0.0861171875,-0.0947373046875,-0.077058984375,1.6799447544642856,33,200
qwen25_3b,by_anchor,under observation,PS,subject,1+,0.1820200892857143,0.1620818080357143,0.2023708705357143,-0.00024330357142857029,-0.007210853794642856,0.006960267857142857,0.18177678571428574,29,200
qwen25_3b,by_anchor,under observation,SP,distractor,1+,0.16337723214285715,0.14646453683035712,0.18081623883928571,0.030854910714285717,0.02479235491071429,0.03731397879464285,0.13252232142857143,29,200
qwen25_3b,by_anchor,under observation,SP,final,1+,1.7312366071428573,1.6656672712053573,1.7982970145089285,0.04689174107142858,0.03851169084821429,0.056038197544642857,1.6843448660714286,34,200
qwen25_3b,by_anchor,under observation,SP,subject,1+,4.548610491071429,4.3617615234375,4.748508677455357,-0.018563616071428573,-0.024847098214285716,-0.013117801339285716,4.530046875,1,200
qwen25_3b,by_anchor,under observation,SS,distractor,1+,1.9055033482142858,1.8340268973214287,1.9770094029017855,0.022431919642857144,0.015739146205357143,0.029039676339285718,1.8830714285714287,1,200
qwen25_3b,by_anchor,under observation,SS,final,1+,4.4855133928571425,4.353890094866071,4.612753962053572,0.16579017857142855,0.15295689174107144,0.17878596540178573,4.319723214285714,34,200
qwen25_3b,by_anchor,under observation,SS,subject,1+,6.5426875,6.311128208705358,6.7675691406250005,0.014794642857142859,0.009566015625,0.019714732142857145,6.527892857142858,1,200
qwen25_3b,by_anchor,under review,PP,distractor,1+,-0.019520089285714286,-0.03107667410714286,-0.007871456473214286,-0.009558035714285713,-0.015322963169642859,-0.003844001116071429,-0.029078125,30,200
qwen25_3b,by_anchor,under review,PP,final,1+,1.2993510044642858,1.2685854352678572,1.3286237165178572,-0.0998091517857143,-0.1086576171875,-0.09226612723214285,1.1995418526785715,33,200
qwen25_3b,by_anchor,under review,PP,subject,1+,0.14441183035714286,0.12778632812500004,0.15979489397321428,-0.013369419642857143,-0.01850797991071429,-0.008178766741071429,0.1310424107142857,33,200
qwen25_3b,by_anchor,under review,PS,distractor,1+,0.532015625,0.4975561383928571,0.5661032366071429,-0.03433258928571428,-0.03970153459821429,-0.029392606026785718,0.49768303571428574,6,200
qwen25_3b,by_anchor,under review,PS,final,1+,2.0866322544642855,2.034344266183036,2.135800516183036,-0.07865736607142856,-0.08672885044642857,-0.0707642578125,2.007974888392857,33,200
qwen25_3b,by_anchor,under review,PS,subject,1+,0.21348995535714285,0.194061328125,0.23442240513392856,0.0022120535714285727,-0.004637416294642858,0.009338839285714284,0.2112779017857143,29,200
qwen25_3b,by_anchor,under review,SP,distractor,1+,0.1193783482142857,0.1046650390625,0.1345935546875,0.028638392857142855,0.02283370535714286,0.03495295758928571,0.09073995535714284,29,200
qwen25_3b,by_anchor,under review,SP,final,1+,1.38203125,1.3363887834821429,1.4325853236607144,0.01934263392857143,0.0112875,0.027437890625000003,1.3626886160714287,34,200
qwen25_3b,by_anchor,under review,SP,subject,1+,4.005383928571429,3.865428515625,4.146916266741071,-0.015808035714285712,-0.020557393973214284,-0.01093404017857143,3.989575892857143,1,200
qwen25_3b,by_anchor,under review,SS,distractor,1+,2.066402901785714,1.995376143973214,2.141516768973214,0.01676674107142857,0.009946316964285716,0.023956082589285714,2.0496361607142854,1,200
qwen25_3b,by_anchor,under review,SS,final,1+,4.406051339285714,4.2684811662946425,4.547578766741071,0.12891964285714289,0.11564754464285715,0.14403925781250002,4.277131696428571,34,200
qwen25_3b,by_anchor,under review,SS,subject,1+,6.070270089285715,5.8892396484375,6.257488727678571,0.01678348214285714,0.011551227678571429,0.022394754464285706,6.053486607142857,1,200
