model_tag,distance_bucket,subject_effect,final_effect,subject_final_ratio,pattern
llama32_3b,extra_long,1.4330844907407407,2.254988425925926,0.6355174484553279,final-integrated
llama32_3b,long,1.8479369212962962,3.1702459490740744,0.5829001758794198,final-integrated
llama32_3b,medium,1.7156712962962966,3.002792245370371,0.5713586409254503,final-integrated
llama32_3b,short,2.9310763888888887,2.7007606336805554,1.0852781073361775,source-localized
