model_tag,aux_pair,distance_bucket,role,layer,real_mean,rand_mean,n
phi2,be_present,extra_long,filler_after_distractor,7,0.19344970332251654,0.004898666805691189,100
phi2,be_present,extra_long,filler_after_distractor,8,0.22721071932050918,-0.02973520702785916,100
phi2,be_present,extra_long,filler_after_distractor,9,0.2649739827050103,-0.01814382235209147,100
phi2,be_present,extra_long,filler_after_distractor,10,0.292014725473192,0.026270264519585505,100
phi2,be_present,extra_long,filler_after_distractor,11,0.25764427026112874,0.01861394829220242,100
phi2,be_present,extra_long,filler_after_distractor,12,0.37179118898179797,0.0077057854334513344,100
phi2,be_present,extra_long,filler_after_distractor,13,0.38574108017815484,0.058326130443149146,100
phi2,be_present,extra_long,filler_after_distractor,14,0.44406851715511747,0.004578271441989475,100
phi2,be_present,extra_long,filler_after_distractor,15,0.45770402590433756,0.02624486764272054,100
phi2,be_present,extra_long,filler_after_distractor,16,0.471616989241706,-0.0017384465535481772,100
phi2,be_present,extra_long,filler_after_distractor,17,0.45732034471299915,0.014203969107733833,100
phi2,be_present,extra_long,filler_after_distractor,18,0.4142143948872884,-0.017592632505628796,100
phi2,be_present,extra_long,filler_after_distractor,19,0.6734628703859117,-0.027681302494472926,100
phi2,be_present,extra_long,filler_after_distractor,20,0.6911503156026204,0.022817119492424858,100
phi2,be_present,extra_long,filler_after_distractor,21,0.6838116931915283,0.025514577759636774,100
phi2,be_present,extra_long,filler_after_distractor,22,0.9277558840645684,0.0010700315899319118,100
phi2,be_present,extra_long,filler_after_distractor,23,0.44384634918636745,0.012581592665778267,100
phi2,be_present,extra_long,filler_after_distractor,24,0.4167324331071642,0.008241267734103733,100
phi2,be_present,extra_long,filler_after_distractor,25,0.30911317507425945,-0.04759336524539524,100
phi2,be_present,extra_long,filler_after_distractor,26,0.1968273745642768,0.004380206002129449,100
phi2,be_present,extra_long,filler_after_distractor,27,0.21971978240542941,-0.0037359772788153754,100
phi2,be_present,extra_long,filler_after_distractor,28,0.06836298412746854,0.0018530278735690647,100
phi2,be_present,extra_long,filler_after_distractor,29,0.020124330520629882,-0.0014237780041164822,100
phi2,be_present,extra_long,filler_after_distractor,30,0.002283849186367459,-0.017296160062154134,100
phi2,be_present,extra_long,filler_after_distractor,31,0.0,0.0,100
phi2,be_present,extra_long,final,1,-0.01828378677368164,-0.033308219909667966,100
phi2,be_present,extra_long,final,2,-0.015386848449707032,-0.07058320999145508,100
phi2,be_present,extra_long,final,3,0.09881876945495606,-0.039348993301391605,100
phi2,be_present,extra_long,final,4,0.22161730766296386,0.180322847366333,100
phi2,be_present,extra_long,final,5,0.3029987621307373,0.05897850036621094,100
phi2,be_present,extra_long,final,6,0.30129739761352536,0.15106138229370117,100
phi2,be_present,extra_long,final,7,0.2613403797149658,0.11580474853515625,100
phi2,be_present,extra_long,final,8,0.3564079761505127,-0.10543564796447753,100
phi2,be_present,extra_long,final,9,0.403167724609375,-0.13853859901428223,100
phi2,be_present,extra_long,final,10,0.23824312210083007,-0.025137920379638672,100
phi2,be_present,extra_long,final,11,0.49388898849487306,-0.18919921875,100
phi2,be_present,extra_long,final,12,0.6259917163848877,-0.0659564208984375,100
phi2,be_present,extra_long,final,13,0.9456729316711425,0.5252228450775146,100
phi2,be_present,extra_long,final,14,0.8868829536437989,-0.2111198139190674,100
phi2,be_present,extra_long,final,15,1.0905507469177247,-0.09158931732177734,100
