model_tag,aux_pair,distance_bucket,role,layer,real_mean,rand_mean,n
qwen25_3b,be_present,long,filler_after_distractor,6,0.3030729166666667,0.02224826388888889,100
qwen25_3b,be_present,long,filler_after_distractor,7,0.33270833333333333,-0.04634548611111111,100
qwen25_3b,be_present,long,filler_after_distractor,8,0.39428819444444446,-0.0013541666666666667,100
qwen25_3b,be_present,long,filler_after_distractor,9,0.31460069444444444,0.00125,100
qwen25_3b,be_present,long,filler_after_distractor,10,0.3874913194444444,0.028489583333333332,100
qwen25_3b,be_present,long,filler_after_distractor,11,0.3966059027777778,0.02376736111111111,100
qwen25_3b,be_present,long,filler_after_distractor,12,0.40784722222222225,0.0069791666666666665,100
qwen25_3b,be_present,long,filler_after_distractor,13,0.3450434027777778,0.01564236111111111,100
qwen25_3b,be_present,long,filler_after_distractor,14,0.6069704861111112,0.07154513888888889,100
qwen25_3b,be_present,long,filler_after_distractor,15,0.6357552083333333,0.03560763888888889,100
qwen25_3b,be_present,long,filler_after_distractor,16,0.6675260416666666,0.045390625,100
qwen25_3b,be_present,long,filler_after_distractor,17,0.6840364583333334,-0.0071961805555555555,100
qwen25_3b,be_present,long,filler_after_distractor,18,0.6420659722222222,-0.04017361111111111,100
qwen25_3b,be_present,long,filler_after_distractor,19,0.6403125,0.05999131944444445,100
qwen25_3b,be_present,long,filler_after_distractor,20,0.613984375,0.06667534722222222,100
qwen25_3b,be_present,long,filler_after_distractor,21,0.6072222222222222,-0.0009722222222222222,100
qwen25_3b,be_present,long,filler_after_distractor,22,0.7036111111111111,0.04732638888888889,100
qwen25_3b,be_present,long,filler_after_distractor,23,0.7209288194444444,0.012890625,100
qwen25_3b,be_present,long,filler_after_distractor,24,0.7094444444444444,0.05769965277777778,100
qwen25_3b,be_present,long,filler_after_distractor,25,0.8384548611111111,0.025503472222222223,100
qwen25_3b,be_present,long,filler_after_distractor,26,0.6714409722222222,0.03724826388888889,100
qwen25_3b,be_present,long,filler_after_distractor,27,0.577265625,-0.02290798611111111,100
qwen25_3b,be_present,long,filler_after_distractor,28,0.5033940972222222,-0.054140625,100
qwen25_3b,be_present,long,filler_after_distractor,29,0.9433159722222222,0.08053819444444445,100
qwen25_3b,be_present,long,filler_after_distractor,30,0.35511284722222225,-0.0014670138888888888,100
qwen25_3b,be_present,long,filler_after_distractor,31,0.16288194444444445,0.014644097222222222,100
qwen25_3b,be_present,long,filler_after_distractor,32,0.12416666666666666,0.013072916666666667,100
qwen25_3b,be_present,long,filler_after_distractor,33,0.12256944444444444,0.001484375,100
qwen25_3b,be_present,long,filler_after_distractor,34,0.11392361111111111,-0.006328125,100
qwen25_3b,be_present,long,filler_after_distractor,35,0.0,0.0,100
qwen25_3b,be_present,long,final,1,-0.2115625,0.081015625,100
qwen25_3b,be_present,long,final,2,-0.198984375,-0.078515625,100
qwen25_3b,be_present,long,final,3,-0.2196875,0.258984375,100
qwen25_3b,be_present,long,final,4,-0.29171875,-0.02078125,100
qwen25_3b,be_present,long,final,5,-0.35515625,0.18515625,100
qwen25_3b,be_present,long,final,6,-0.17609375,-0.128203125,100
qwen25_3b,be_present,long,final,7,-0.126796875,0.042734375,100
qwen25_3b,be_present,long,final,8,0.068671875,0.106875,100
qwen25_3b,be_present,long,final,9,-0.089140625,-0.176796875,100
qwen25_3b,be_present,long,final,10,0.01375,0.163125,100
qwen25_3b,be_present,long,final,11,0.02359375,-0.048125,100
