model_tag,distance_bucket,subject_effect,final_effect,subject_final_ratio,pattern
qwen25_3b,extra_long,3.1323772321428573,1.649917410714286,1.89850547172951,source-localized
qwen25_3b,long,3.860104910714286,2.1681473214285716,1.7803702140364244,source-localized
qwen25_3b,medium,3.992198660714286,2.693897321428572,1.4819416571516637,source-localized
qwen25_3b,short,5.1470625000000005,2.0099642857142856,2.5607731125286524,source-localized
