model_tag,distance_bucket,subject_effect,final_effect,subject_final_ratio,pattern
llama32_3b,extra_long,1.5998234953703703,2.328020833333333,0.6872032554277846,final-integrated
llama32_3b,long,2.042274305555556,3.2924999999999995,0.6202807306167217,final-integrated
llama32_3b,medium,1.8749189814814815,3.1810040509259254,0.589411063760114,final-integrated
llama32_3b,short,3.0710069444444446,2.7770377604166665,1.105857107244977,source-localized
