model_tag,distance_bucket,subject_effect,final_effect,subject_final_ratio,pattern
phi2,extra_long,1.8083133666746076,2.677843262764715,0.6752872327589595,final-integrated
phi2,long,2.2641279491301507,4.085592246824696,0.5541737433268875,final-integrated
phi2,medium,2.414766192897673,5.3786059161155455,0.4489576352233719,final-integrated
phi2,short,3.016669370897355,3.312821695112413,0.9106042064829545,final-integrated
