distance_bucket,role,offset_from_final,offset_from_distractor,token_pos,token_str,model_tag,aux_pair,layers,real_mean,real_ci_lo,real_ci_hi,rand_mean,rand_ci_lo,rand_ci_hi,real_vs_rand,peak_layer,n_items,n_rows
extra_long,between_subject_distractor,-22,-3,3, of,llama32_3b,be_present,1+,1.1724537037037037,1.1724537037037037,1.1724537037037037,0.007233796296296296,0.007233796296296296,0.007233796296296296,1.1652199074074074,1,1,27
extra_long,between_subject_distractor,-21,-2,3, of,llama32_3b,be_present,1+,1.1111257248410025,1.0493972567106247,1.181543516764871,0.004503951552562664,0.002104157898428732,0.006959788860830528,1.1066217732884398,1,99,2673
extra_long,between_subject_distractor,-21,-2,4, the,llama32_3b,be_present,1+,0.18287037037037038,0.18287037037037038,0.18287037037037038,0.005208333333333333,0.005208333333333333,0.005208333333333333,0.17766203703703703,4,1,27
extra_long,between_subject_distractor,-20,-1,4, the,llama32_3b,be_present,1+,0.12732650579872803,0.1148807227366255,0.1408843206369248,-0.0009440469509913954,-0.0021979049756827534,0.0002105107790871678,0.12638245884773663,4,99,2673
extra_long,between_subject_distractor,-20,-1,5, coordin,llama32_3b,be_present,1+,0.07060185185185185,0.07060185185185185,0.07060185185185185,0.0028935185185185184,0.0028935185185185184,0.0028935185185185184,0.06770833333333333,13,1,27
extra_long,distractor,-19,0,5, actors,llama32_3b,be_present,1+,0.1578414351851852,0.11979166666666666,0.1812065972222222,-0.006293402777777778,-0.01736111111111111,0.0027488425925925927,0.1515480324074074,19,4,108
extra_long,distractor,-19,0,5, administrators,llama32_3b,be_present,1+,0.16984953703703703,0.16984953703703703,0.16984953703703703,-0.048900462962962965,-0.048900462962962965,-0.048900462962962965,0.12094907407407407,15,1,27
extra_long,distractor,-19,0,5, advisors,llama32_3b,be_present,1+,0.13483796296296297,0.07508680555555555,0.1948784722222222,-0.004123263888888889,-0.007595486111111111,-0.0006510416666666667,0.13071469907407407,20,4,108
extra_long,distractor,-19,0,5, analysts,llama32_3b,be_present,1+,0.22029320987654322,0.1947337962962963,0.2633101851851852,-0.023533950617283955,-0.029513888888888885,-0.011863425925925925,0.19675925925925927,20,3,81
extra_long,distractor,-19,0,5, artists,llama32_3b,be_present,1+,0.08868634259259259,0.08130787037037036,0.09606481481481481,-0.004340277777777778,-0.008101851851851851,-0.0005787037037037037,0.08434606481481481,19,2,54
extra_long,distractor,-19,0,5, assistants,llama32_3b,be_present,1+,0.16435185185185186,0.16435185185185186,0.16435185185185186,-0.011284722222222222,-0.011284722222222222,-0.011284722222222222,0.15306712962962965,19,1,27
extra_long,distractor,-19,0,5, chefs,llama32_3b,be_present,1+,0.15808256172839508,0.10517939814814815,0.20806688850308644,-0.011574074074074075,-0.015721450617283948,-0.008101851851851851,0.146508487654321,19,6,162
extra_long,distractor,-19,0,5, consultants,llama32_3b,be_present,1+,0.17592592592592593,0.17592592592592593,0.17592592592592593,0.012152777777777778,0.012152777777777778,0.012152777777777778,0.16377314814814814,20,1,27
extra_long,distractor,-19,0,5, contractors,llama32_3b,be_present,1+,0.21889467592592593,0.189453125,0.248046875,-0.001374421296296296,-0.01244212962962963,0.009693287037037037,0.21752025462962962,19,4,108
extra_long,distractor,-19,0,5, customers,llama32_3b,be_present,1+,0.11813822751322751,0.09990906084656086,0.13212012235449733,-0.006076388888888889,-0.01281415343915344,0.00033895502645501916,0.11206183862433862,19,7,189
extra_long,distractor,-19,0,5, designers,llama32_3b,be_present,1+,0.13642939814814814,0.12094907407407407,0.1519097222222222,-0.026765046296296297,-0.028356481481481483,-0.025173611111111112,0.10966435185185185,20,2,54
extra_long,distractor,-19,0,5, developers,llama32_3b,be_present,1+,0.09866898148148148,0.09866898148148148,0.09866898148148148,-0.01765046296296296,-0.01765046296296296,-0.01765046296296296,0.08101851851851852,19,1,27
extra_long,distractor,-19,0,5, directors,llama32_3b,be_present,1+,0.3068094135802469,0.1947337962962963,0.4007523148148148,-0.005111882716049382,-0.028645833333333332,0.01880787037037037,0.3016975308641975,15,3,81
extra_long,distractor,-19,0,5, doctors,llama32_3b,be_present,1+,0.07219328703703703,0.004412615740740742,0.13585069444444445,-0.008391203703703703,-0.013599537037037037,-0.003472222222222222,0.06380208333333333,19,4,108
extra_long,distractor,-19,0,5, drivers,llama32_3b,be_present,1+,0.09903067129629631,0.04687500000000001,0.13585069444444445,-0.01830150462962963,-0.02495659722222222,-0.010850694444444446,0.08072916666666669,19,4,108
extra_long,distractor,-19,0,5, employees,llama32_3b,be_present,1+,0.11342592592592593,0.09924768518518519,0.12355324074074074,-0.008101851851851851,-0.015046296296296295,-0.0023148148148148147,0.10532407407407408,19,3,81
extra_long,distractor,-19,0,5, engineers,llama32_3b,be_present,1+,0.15914351851851852,0.08362268518518519,0.20688657407407407,0.0054976851851851844,-0.013310185185185184,0.019965277777777776,0.15364583333333334,15,3,81
extra_long,distractor,-19,0,5, farmers,llama32_3b,be_present,1+,0.07175925925925926,0.06655092592592593,0.07494212962962964,-0.0047260802469135796,-0.016203703703703703,0.00318287037037037,0.06703317901234568,6,3,81
extra_long,distractor,-19,0,5, inspectors,llama32_3b,be_present,1+,0.18518518518518517,0.1490162037037037,0.22135416666666666,0.005208333333333333,0.003472222222222222,0.006944444444444444,0.17997685185185183,19,2,54
extra_long,distractor,-19,0,5, lawyers,llama32_3b,be_present,1+,0.09693287037037036,0.09693287037037036,0.09693287037037036,-0.008680555555555556,-0.008680555555555556,-0.008680555555555556,0.08825231481481481,20,1,27
extra_long,distractor,-19,0,5, leaders,llama32_3b,be_present,1+,0.07494212962962964,0.07494212962962964,0.07494212962962964,-0.007523148148148148,-0.007523148148148148,-0.007523148148148148,0.06741898148148148,19,1,27
extra_long,distractor,-19,0,5, managers,llama32_3b,be_present,1+,0.18229166666666666,0.18229166666666666,0.18229166666666666,-0.01273148148148148,-0.01273148148148148,-0.01273148148148148,0.16956018518518517,19,1,27
extra_long,distractor,-19,0,5, members,llama32_3b,be_present,1+,0.04861111111111111,0.03269675925925926,0.06452546296296297,-0.00043402777777777775,-0.004629629629629629,0.003761574074074074,0.048177083333333336,19,2,54
extra_long,distractor,-19,0,5, nurses,llama32_3b,be_present,1+,0.09331597222222221,0.08969907407407407,0.09693287037037036,0.0017361111111111114,-0.004918981481481482,0.008391203703703705,0.0915798611111111,19,2,54
extra_long,distractor,-19,0,5, officers,llama32_3b,be_present,1+,0.3058449074074074,0.3058449074074074,0.3058449074074074,0.007523148148148148,0.007523148148148148,0.007523148148148148,0.29832175925925924,6,1,27
extra_long,distractor,-19,0,5, operators,llama32_3b,be_present,1+,0.15755208333333334,0.1189236111111111,0.22374131944444445,0.00021701388888888888,-0.005135995370370371,0.004195601851851851,0.15733506944444445,20,4,108
extra_long,distractor,-19,0,5, owners,llama32_3b,be_present,1+,0.13261959876543208,0.09375,0.1623263888888889,-0.010127314814814815,-0.024305555555555556,0.007523148148148148,0.12249228395061727,2,3,81
extra_long,distractor,-19,0,5, pilots,llama32_3b,be_present,1+,0.1072048611111111,0.09837962962962964,0.11603009259259259,0.0007233796296296302,-0.006944444444444444,0.008391203703703705,0.10648148148148147,20,2,54
extra_long,distractor,-19,0,5, players,llama32_3b,be_present,1+,0.11906828703703703,0.08304398148148148,0.1550925925925926,-0.004050925925925927,-0.015625,0.007523148148148148,0.1150173611111111,19,2,54
extra_long,distractor,-19,0,5, representatives,llama32_3b,be_present,1+,0.09620949074074074,0.07450810185185186,0.11906828703703705,-0.020109953703703703,-0.025318287037037035,-0.01326195987654321,0.07609953703703703,19,6,162
extra_long,distractor,-19,0,5, researchers,llama32_3b,be_present,1+,0.1964699074074074,0.1964699074074074,0.1964699074074074,-0.01244212962962963,-0.01244212962962963,-0.01244212962962963,0.1840277777777778,15,1,27
extra_long,distractor,-19,0,5, specialists,llama32_3b,be_present,1+,0.08912037037037038,0.0763888888888889,0.10185185185185185,-0.00390625,-0.008680555555555556,0.0008680555555555555,0.08521412037037038,20,2,54
extra_long,distractor,-19,0,5, students,llama32_3b,be_present,1+,0.31741898148148145,0.31741898148148145,0.31741898148148145,-0.01273148148148148,-0.01273148148148148,-0.01273148148148148,0.3046875,2,1,27
extra_long,distractor,-19,0,5, supervisors,llama32_3b,be_present,1+,0.20124421296296297,0.13570601851851852,0.2667824074074074,0.01316550925925926,0.0026041666666666665,0.023726851851851853,0.1880787037037037,15,2,54
extra_long,distractor,-19,0,5, teachers,llama32_3b,be_present,1+,0.06611689814814815,0.037905092592592594,0.0943287037037037,-0.01273148148148148,-0.021701388888888888,-0.003761574074074074,0.05338541666666667,19,2,54
extra_long,distractor,-19,0,5, technicians,llama32_3b,be_present,1+,0.17332175925925927,0.12962962962962962,0.23032407407407407,-0.008680555555555554,-0.016203703703703703,-0.001736111111111111,0.16464120370370372,20,3,81
extra_long,distractor,-19,0,5, visitors,llama32_3b,be_present,1+,0.14134837962962962,0.10966435185185185,0.1730324074074074,-0.002604166666666667,-0.004918981481481482,-0.00028935185185185184,0.13874421296296297,19,2,54
extra_long,distractor,-19,0,5, workers,llama32_3b,be_present,1+,0.10040509259259259,0.10040509259259259,0.10040509259259259,-0.005208333333333333,-0.005208333333333333,-0.005208333333333333,0.09519675925925926,6,1,27
extra_long,distractor,-19,0,5, writers,llama32_3b,be_present,1+,0.1271701388888889,0.08333333333333333,0.17100694444444445,-0.016782407407407406,-0.017361111111111112,-0.016203703703703703,0.11038773148148148,19,2,54
extra_long,distractor,-19,0,6,ators,llama32_3b,be_present,1+,0.12702546296296297,0.12702546296296297,0.12702546296296297,0.004629629629629629,0.004629629629629629,0.004629629629629629,0.12239583333333334,19,1,27
extra_long,filler_after_distractor,-18,1,6,",",llama32_3b,be_present,1+,0.6391051720912831,0.5853722409277964,0.6932770266320614,0.000540708005985784,-0.0011635451739618406,0.002257090581743359,0.6385644640852973,15,99,2673
extra_long,filler_after_distractor,-18,1,7,",",llama32_3b,be_present,1+,0.8029513888888888,0.8029513888888888,0.8029513888888888,0.013599537037037037,0.013599537037037037,0.013599537037037037,0.7893518518518517,15,1,27
extra_long,filler_after_distractor,-17,2,7, quite,llama32_3b,be_present,1+,0.21949530022446692,0.2032302919238683,0.23633711244388328,0.0011778666292555182,-1.797488776655462e-05,0.0023878834642723527,0.2183174335952114,15,99,2673
