model_tag,direction,position,alpha,layers,real_mean,real_ci_lo,real_ci_hi,rand_mean,rand_ci_lo,rand_ci_hi,real_vs_rand,peak_layer,n_items
llama32_3b,subject_train_split,distractor,1.0,1+,0.28583323207662037,0.2722809030715931,0.2986902726075006,-0.0029687132995174885,-0.004413341645420754,-0.0015230823551326004,0.2828645187771029,20,196
llama32_3b,subject_train_split,final,1.0,1+,3.215393188949435,3.1684214871666785,3.2644420381125765,-0.0314206640916797,-0.03354116062668656,-0.029305337632624502,3.1839725248577553,27,196
llama32_3b,subject_train_split,subject,1.0,1+,3.1259262221200124,3.0521575726258967,3.1942254989190433,0.010173587902392991,0.008852841291538141,0.011432042114979134,3.1157526342176194,1,196
