model_tag,direction,position,alpha,effect_mean,effect_ci_lo,effect_ci_hi,n_items
qwen25_3b,distractor,final,-1.0,0.9219285258746355,0.8975012527332361,0.9474681905407253,392
qwen25_3b,distractor,final,1.0,-0.21988657069970843,-0.2539054243349126,-0.18771121367073615,392
qwen25_3b,subject,final,-1.0,2.1456384953534986,2.1162589897845296,2.176555218488065,392
qwen25_3b,subject,final,1.0,-1.1994732826166181,-1.232161178366436,-1.1692787103680757,392
