model_tag,direction,position,alpha,effect_mean,effect_ci_lo,effect_ci_hi,n_items
phi2,distractor,final,-1.0,1.2304678806903881,1.2081725400635253,1.2527063974312374,392
phi2,distractor,final,1.0,-0.6424066726905566,-0.6742679907311884,-0.6129052083730855,392
phi2,subject,final,-1.0,3.7088475201457958,3.6711985883850495,3.748187211939699,392
phi2,subject,final,1.0,-3.1878003617350092,-3.2351231905270597,-3.140320519813587,392
