model_tag,direction,position,alpha,effect_mean,effect_ci_lo,effect_ci_hi,n_items
llama32_3b,distractor,final,-1.0,0.6797332648337113,0.6683872029714664,0.6923107328869047,392
llama32_3b,distractor,final,1.0,-0.6334458262471655,-0.6539947532832576,-0.6142089290143141,392
llama32_3b,subject,final,-1.0,2.842956179664249,2.8025314929353766,2.8827352148965737,392
llama32_3b,subject,final,1.0,-3.2006751051114892,-3.233286590460837,-3.1694889913430653,392
