model_tag,direction,position,alpha,layers,real_mean,real_ci_lo,real_ci_hi,shuf_mean,shuf_ci_lo,shuf_ci_hi,rand_mean,rand_ci_lo,rand_ci_hi,real_vs_shuf,real_vs_rand,peak_layer,n_items
llama32_3b,distractor,distractor,1.0,1+,0.038288926681783825,0.03352482594600341,0.043143818942507545,7.307610544217697e-05,-0.00029599513416477696,0.00047394283234126957,-0.0008459112811791384,-0.0017841334305713026,8.47510589884095e-05,0.03821585057634165,0.037443015400604684,20,392
llama32_3b,distractor,final,1.0,1+,0.6334458262471655,0.6142089290143141,0.6539947532832576,-0.002110349348072562,-0.0026063995476662888,-0.0016089660690665163,0.04424007739669941,0.042110739333349086,0.04633041693239796,0.631335476899093,0.5892057488504661,27,392
llama32_3b,distractor,subject,1.0,1+,2.4046615173847314,2.366118079176115,2.442923594133834,-0.001031923185941043,-0.0014209980867346938,-0.000630355223686697,0.007565714364449484,0.006649415046689974,0.008418268927941546,2.40362959419879,2.397095803020282,1,392
llama32_3b,subject,distractor,1.0,1+,0.28026162722033254,0.2713935650214947,0.28930385413714094,0.0016947751322751324,0.0012850506956254724,0.0020911576436130007,-0.003310569019274376,-0.004301088563318846,-0.002288930618543714,0.2785668520880574,0.27695105820105814,19,392
llama32_3b,subject,final,1.0,1+,3.2006751051114892,3.1694889913430653,3.233286590460837,0.005868970852229782,0.00529093147675737,0.006479506950349583,-0.031940655313051146,-0.033536568562610225,-0.030457148860701687,3.1948061342592595,3.168734449798438,27,392
llama32_3b,subject,subject,1.0,1+,3.1135809358465605,3.063423619230678,3.1643251864547897,0.003004239890400605,0.0026004759542705967,0.0034175996787603933,0.010854631204333585,0.009833638678272236,0.011818928236803979,3.11057669595616,3.102726304642227,1,392
